category,opendb_id,name,manufacturer,part_numbers,socket,cpu_tdp_w,motherboard_ram_type,motherboard_form_factor,ram_type,ram_generation,ram_capacity_gb,ram_modules_quantity,gpu_tdp_w,gpu_memory_gb,psu_wattage_w,psu_efficiency_rating,case_form_factor,case_supported_motherboard_form_factors,storage_type,storage_interface,storage_nvme,storage_capacity_gb,price,score,reviews,pricing_match_sku,source_file
RAM,ef92a96c-5c2e-46ec-8f56-9b1bca233b2b,Corsair Vengeance RGB Pro White DDR4-2666 CL16 16GB (2x8GB),Corsair,CMW16GX4M2A2666C16W,,,,,DDR4,DDR4,8,2,,,,,,,,,,16,96.95,9.5,36,CMW16GX4M2A2666C16W,RAM/ef92a96c-5c2e-46ec-8f56-9b1bca233b2b.json
RAM,f26dbe93-8286-49ca-ab18-f18aad85d4aa,Gigabyte AORUS RGB Black DDR4-3600 CL18 16GB (2x8GB),GIGABYTE,GP-AR36C18S8K2HU416R,,,,,DDR4,DDR4,8,2,,,,,,,,,,16,99.63636364,0,0,GP-AR36C18S8K2HU416R,RAM/f26dbe93-8286-49ca-ab18-f18aad85d4aa.json
RAM,f2925752-de81-46f4-a910-5b5ed704102f,G.Skill Ripjaws V Blue DDR4-2400 CL15 16GB (2x8GB),G.SKILL,F4-2400C15D-16GVB,,,,,DDR4,DDR4,8,2,,,,,,,,,,16,69.99,9.54,213,F4-2400C15D-16GVB,RAM/f2925752-de81-46f4-a910-5b5ed704102f.json
RAM,f4b09aa8-e16b-435f-b551-7b62baa32b6a,TEAMGROUP T-Force Delta RGB Black DDR4 32GB(2x16GB) 3000MHz CL16,TEAMGROUP,TF3D432G3000HC16CDC01,,,,,DDR4,DDR4,16,2,,,,,,,,,,32,158.99,10,4,TF3D432G3000HC16CDC01,RAM/f4b09aa8-e16b-435f-b551-7b62baa32b6a.json
RAM,f6803d40-d646-4c1c-b144-1620163dc30d,Silicon Power XPOWER Turbine RGB Silver / Black DDR4-3200 CL16 32GB (2x16GB),Silicon Power,SP032GXLZU320BDB,,,,,DDR4,DDR4,16,2,,,,,,,,,,32,209,0,0,SP032GXLZU320BDB,RAM/f6803d40-d646-4c1c-b144-1620163dc30d.json
RAM,f6fa7172-0894-45bc-88ac-fbb695a838df,Thermaltake TOUGHRAM RGB White / Silver DDR4-4400 CL19 16GB (2x8GB),Thermaltake,R022D408GX2-4400C19A,,,,,DDR4,DDR4,8,2,,,,,,,,,,16,179,0,0,R022D408GX2-4400C19A,RAM/f6fa7172-0894-45bc-88ac-fbb695a838df.json
RAM,f73a73ac-aecb-474f-8bb4-a32c5431aa93,Corsair Vengeance LPX Black / Yellow DDR4-2666 CL16 8GB (2x4GB),Corsair,CMK8GX4M2A2666C16,,,,,DDR4,DDR4,4,2,,,,,,,,,,8,40,9.34,58,CMK8GX4M2A2666C16,RAM/f73a73ac-aecb-474f-8bb4-a32c5431aa93.json
RAM,f8e6368c-e263-42f2-bf66-673a923d15e5,Corsair Vengeance LPX Black / Yellow DDR4-2666 CL16 32GB (2x16GB),Corsair,CMK32GX4M2A2666C16,,,,,DDR4,DDR4,16,2,,,,,,,,,,32,125.84,0,0,CMK32GX4M2A2666C16,RAM/f8e6368c-e263-42f2-bf66-673a923d15e5.json
RAM,f9b7d1b6-9f7b-4107-a944-58c9b4b3657e,G.Skill Ripjaws V Red / Black DDR4-3000 CL16 16GB (2x8GB),G.SKILL,F4-3000C16D-16GVRB,,,,,DDR4,DDR4,8,2,,,,,,,,,,16,73.20661157,9.34,384,F4-3000C16D-16GVRB,RAM/f9b7d1b6-9f7b-4107-a944-58c9b4b3657e.json
RAM,fa557202-8db6-482c-9afa-3aafdd1b9d67,Corsair Vengeance LED Black / Red DDR4-3000 CL15 16GB (2x8GB),Corsair,CMU16GX4M2C3000C15R,,,,,DDR4,DDR4,8,2,,,,,,,,,,16,107.98,9.34,50,CMU16GX4M2C3000C15R,RAM/fa557202-8db6-482c-9afa-3aafdd1b9d67.json
RAM,fab0a711-e83a-4254-aead-91c567da9636,ADATA XPG SPECTRIX D60G Silver / Black DDR4-3200 CL16 32GB (2x16GB),ADATA,AX4U3200316G16-DT60,,,,,DDR4,DDR4,16,2,,,,,,,,,,32,172.1322314,0,0,AX4U3200316G16-DT60,RAM/fab0a711-e83a-4254-aead-91c567da9636.json
RAM,fc77c4c7-4156-40f6-93c7-6dbf82152256,Corsair Vengeance LED Black / White DDR4-3000 CL15 16GB (2x8GB),Corsair,CMU16GX4M2C3000C15,,,,,DDR4,DDR4,8,2,,,,,,,,,,16,109,9.6,35,CMU16GX4M2C3000C15,RAM/fc77c4c7-4156-40f6-93c7-6dbf82152256.json
RAM,fd720f54-0e8d-4efe-b013-228e51fa2200,Corsair Vengeance LPX Black / Yellow DDR4-3200 CL16 32GB (2x16GB),Corsair,CMK32GX4M2B3200C16,,,,,DDR4,DDR4,16,2,,,,,,,,,,32,119.9669421,9.41,350,CMK32GX4M2B3200C16,RAM/fd720f54-0e8d-4efe-b013-228e51fa2200.json
RAM,fd87e3c8-66d8-4221-ab51-1b6cc4afda90,Thermaltake TOUGHRAM RGB Black / Silver DDR4-3600 CL18 16GB (2x8GB),Thermaltake,R009D408GX2-3600C18B,,,,,DDR4,DDR4,8,2,,,,,,,,,,16,101.3966942,0,0,R009D408GX2-3600C18B,RAM/fd87e3c8-66d8-4221-ab51-1b6cc4afda90.json
RAM,fe1167a4-5bda-487d-9ba4-8fcfa11d2031,G.Skill Trident Z Neo Black / Silver DDR4-3600 CL16 64GB (4x16GB),G.SKILL,F4-3600C16Q-64GTZNC,,,,,DDR4,DDR4,16,4,,,,,,,,,,64,381.2561983,2,1,F4-3600C16Q-64GTZNC,RAM/fe1167a4-5bda-487d-9ba4-8fcfa11d2031.json
RAM,ff819cf9-c3c9-46a1-9511-12bd1f49203b, TEAMGROUP T-Force Delta RGB Black DDR4 8GB(1x8GB) 3000MHz CL16,TEAMGROUP,TF3D48G3000HC16C01,,,,,DDR4,DDR4,8,1,,,,,,,,,,8,39.99,10,2,TF3D48G3000HC16C01,RAM/ff819cf9-c3c9-46a1-9511-12bd1f49203b.json
Storage,01f4f357-575a-4ffa-8727-d19fe2a35dc8,"Western Digital Green 120GB SSD 2.5"" SATA",Western Digital,WDS120G2G0A,,,,,,,,,,,,,,,SSD,SATA 6.0 Gb/s,False,120,21.80991736,9.01,145,WDS120G2G0A,Storage/01f4f357-575a-4ffa-8727-d19fe2a35dc8.json
Storage,02c09086-7856-4dd3-b9c2-a5fbbe7d47f1,Corsair MP600 Force Series Gen4 1TB M.2-2280 SSD NVMe PCIe 3.0 X4,Corsair,CSSD-F1000GBMP600,,,,,,,,,,,,,,,SSD,M.2 PCIe 3.0 x4,True,1000,220.99,9.85,52,CSSD-F1000GBMP600,Storage/02c09086-7856-4dd3-b9c2-a5fbbe7d47f1.json
Storage,0321e73a-c9b8-4261-93ea-a4dd47972d97,"SanDisk Ultra 3D 1 TB SSD 2.5"" SATA 6.0 Gb/s",SanDisk,SDSSDH3-1T00-G25|SDSSDH3-1T00-G26,,,,,,,,,,,,,,,SSD,SATA 6.0 Gb/s,False,1000,105.8677686,9.4,67,SDSSDH3-1T00-G25,Storage/0321e73a-c9b8-4261-93ea-a4dd47972d97.json
Storage,0494bd56-61ad-4224-919d-3a1b4ea08316,"Western Digital Red 10TB HDD 3.5"" SATA",Western Digital,WD100EFAX,,,,,,,,,,,,,,,HDD,SATA 6.0 Gb/s,False,10000,305.768595,0,0,WD100EFAX,Storage/0494bd56-61ad-4224-919d-3a1b4ea08316.json
Storage,0531f3cf-e0c3-4551-be6d-e24b8c4f4079,"Western Digital Purple 3TB HDD 3.5"" 5400RPM SATA 6.0 Gb/s",Western Digital,WD30PURZ,,,,,,,,,,,,,,,HDD,SATA 6.0 Gb/s,False,3000,67.65289256,8.94,17,WD30PURZ,Storage/0531f3cf-e0c3-4551-be6d-e24b8c4f4079.json
Storage,056780b9-7a26-498f-8e44-bc0ea5aecccf,Western Digital WD Green 120GB SSD M.2-2280 SATA,Western Digital,WDS120G2G0B,,,,,,,,,,,,,,,SSD,M.2 SATA,False,120,23.05785124,9.19,126,WDS120G2G0B,Storage/056780b9-7a26-498f-8e44-bc0ea5aecccf.json
Storage,056a7a5e-98b7-498e-a786-453aceda1144,"KIOXIA EXCERIA 480GB SSD 2.5"" SATA 6.0 Gb/s",KIOXIA,LTC10Z480GG8,,,,,,,,,,,,,,,SSD,SATA 6.0 Gb/s,False,480,63.6,9.27,184,LTC10Z480GG8,Storage/056a7a5e-98b7-498e-a786-453aceda1144.json
Storage,063d43d5-9f84-4a15-b968-4e0601eab079,Crucial P5 2TB M.2-2280 SSD PCIe 3.0 x4 NVMe,Crucial,CT2000P5SSD8,,,,,,,,,,,,,,,SSD,M.2 PCIe 3.0 x4,True,2000,326.8264463,0,0,CT2000P5SSD8,Storage/063d43d5-9f84-4a15-b968-4e0601eab079.json
Storage,063e672f-77c7-4dd3-ba36-d63a46afc359,"PNY CS900 120GB 2.5"" SSD SATA",PNY,SSD7CS900-120-PB|SSD7CS900-120-RB,,,,,,,,,,,,,,,SSD,SATA 6.0 Gb/s,False,120,23.99,9.26,57,SSD7CS900-120-PB,Storage/063e672f-77c7-4dd3-ba36-d63a46afc359.json
Storage,081ba78f-80bb-4790-b55f-c0529b61bd0f,"Seagate IronWolf 6TB NAS Hard Drive 7200 RPM 256MB Cache SATA 6.0Gb/s CMR 3.5"" Internal HDD for RAID Network Attached Storage ST6000VN0033",Seagate Bare Drives,ST6000VNZ033|ST6000VN0033,,,,,,,,,,,,,,,HDD,SATA 6.0 Gb/s,False,6000,199.9,9.6,5,ST6000VN0033,Storage/081ba78f-80bb-4790-b55f-c0529b61bd0f.json
Storage,0836497e-fdff-4ab0-9a06-6d260ec4c5fb,"Seagate FireCuda 120 500GB SSD 2.5"" SATA 6.0 Gb/s",Seagate,ZA500GM10001|ZA500GM1A001,,,,,,,,,,,,,,,SSD,SATA 6.0 Gb/s,False,500,97.6,0,0,ZA500GM1A001,Storage/0836497e-fdff-4ab0-9a06-6d260ec4c5fb.json
Storage,08f4c09c-7b62-44d2-8906-6b73f55f5b34,Crucial P1 2TB M.2-2280 SSD PCIe 3.0 X4 NVMe,Crucial,CT2000P1SSD8,,,,,,,,,,,,,,,SSD,M.2 PCIe 3.0 x4,True,2000,212.3636364,0,0,CT2000P1SSD8,Storage/08f4c09c-7b62-44d2-8906-6b73f55f5b34.json
Storage,08f9a4fb-d5c3-4e2a-89ca-6b23834c8158,Corsair MP510 480GB SSD M.2 PCIe 3.0 NVMe,Corsair,CSSD-F480GBMP510,,,,,,,,,,,,,,,SSD,M.2 PCIe 3.0 x4,True,480,98.0661157,9.33,18,CSSD-F480GBMP510,Storage/08f9a4fb-d5c3-4e2a-89ca-6b23834c8158.json
Storage,0a258b1a-f049-4813-a19d-c1aeaba1a043,Western Digital Blue SN550 500GB SSD M.2 PCIe 3.0 NVMe,Western Digital,WDS500G2B0C,,,,,,,,,,,,,,,SSD,M.2 PCIe 3.0 x4,True,500,62.16528926,9.47,251,WDS500G2B0C,Storage/0a258b1a-f049-4813-a19d-c1aeaba1a043.json
Storage,0a3d9e21-3058-4221-87e8-5e690a2502ca,"Seagate IronWolf Pro 14TB 3.5"" HDD 7200RPM SATA",Seagate,ST14000NE0008,,,,,,,,,,,,,,,HDD,SATA 6.0 Gb/s,False,14000,416.6363636,0,0,ST14000NE0008,Storage/0a3d9e21-3058-4221-87e8-5e690a2502ca.json
Storage,0aef9645-2a53-4737-8d9f-df790c7deb32,"Western Digital Red 4TB HDD 5400 RPM 3.5"" SATA",Western Digital,WD40EFRX,,,,,,,,,,,,,,,HDD,SATA 6.0 Gb/s,False,4000,101.8842975,9.24,640,WD40EFRX,Storage/0aef9645-2a53-4737-8d9f-df790c7deb32.json
Storage,0b5931d6-d7c1-4990-819b-e02649ca463d,"Silicon Power SU128GBSS3A55S25AE 128GB SSD 2.5"" SATA 6.0 Gb/s",Silicon Power,SU128GBSS3A55S25AE|SP128GBSS3A55S25,,,,,,,,,,,,,,,SSD,SATA 6.0 Gb/s,False,128,28.59,9.71,7,SP128GBSS3A55S25,Storage/0b5931d6-d7c1-4990-819b-e02649ca463d.json
Storage,0c06fed4-2536-4302-aaa2-2e7d162c7d37,Crucial P1 1TB SSD M.2-2280 PCIe 3.0 x4 NVMe,Crucial,CT1000P1SSD8,,,,,,,,,,,,,,,SSD,M.2 PCIe 3.0 x4,True,1000,106.768595,9.17,41,CT1000P1SSD8,Storage/0c06fed4-2536-4302-aaa2-2e7d162c7d37.json
Storage,0cfb430e-0d16-47c1-b09a-373293b84f6c,"Western Digital WD_BLACK 1TB HDD 3.5"" 7200RPM SATA",Western Digital,WD1003FZEX|8541580783|741587311386,,,,,,,,,,,,,,,HDD,SATA 6.0 Gb/s,False,1000,84.99,9.45,416,WD1003FZEX,Storage/0cfb430e-0d16-47c1-b09a-373293b84f6c.json
Storage,0df971e2-320b-4c7f-b6b5-f7731e3fdcd0,"TEAMGROUP T-Force Delta Max RGB 1TB SSD 2.5"" SATA",TEAMGROUP,T253TM001T3C302,,,,,,,,,,,,,,,SSD,SATA 6.0 Gb/s,False,1000,123.9834711,10,3,T253TM001T3C302,Storage/0df971e2-320b-4c7f-b6b5-f7731e3fdcd0.json
Storage,0e070db2-9b0f-4f21-b2cf-0ce341602ed2,"Seagate BarraCuda 1TB 2.5"" HDD 5400RPM SATA 6.0 Gb/s",Seagate,ST1000LM048,,,,,,,,,,,,,,,HDD,SATA 6.0 Gb/s,False,1000,42.96694215,9.32,348,ST1000LM048,Storage/0e070db2-9b0f-4f21-b2cf-0ce341602ed2.json
Storage,0f30233c-e6f8-4c04-93f1-851ca3fd6915,"TEAMGROUP EX2 512GB SSD 2.5"" SATA 6.0 Gb/s",TEAMGROUP,T253E2512G0C101,,,,,,,,,,,,,,,SSD,SATA 6.0 Gb/s,False,512,65.99,10,1,T253E2512G0C101,Storage/0f30233c-e6f8-4c04-93f1-851ca3fd6915.json
Storage,10391aad-55b8-4743-a714-b1e78cb6b4d4,"Seagate IronWolf 14TB NAS Hard Drive 7200 RPM 256MB Cache SATA 6.0Gb/s CMR 3.5"" Internal HDD for RAID Network Attached Storage ST14000VN0008",Seagate,ST14000VNZ008|ST14000VN0008,,,,,,,,,,,,,,,HDD,SATA 6.0 Gb/s,False,14000,360,8.67,3,ST14000VN0008,Storage/10391aad-55b8-4743-a714-b1e78cb6b4d4.json
Storage,10f13d75-ee38-48e8-96d1-bedf3116918a,KIOXIA EXCERIA PLUS 2TB M.2-2280 SSD PCIe 3.0 NVMe,KIOXIA,LRD10Z002TG8,,,,,,,,,,,,,,,SSD,M.2 PCIe 3.0 x4,True,2000,441.99,10,3,LRD10Z002TG8,Storage/10f13d75-ee38-48e8-96d1-bedf3116918a.json
Storage,1106af74-e143-4479-8f4a-acb7348593c0,"KIOXIA EXCERIA 240 GB 2.5"" SSD SATA 6.0 Gb/s",KIOXIA,LTC10Z240GG8,,,,,,,,,,,,,,,SSD,SATA 6.0 Gb/s,False,240,50.99,9.51,217,LTC10Z240GG8,Storage/1106af74-e143-4479-8f4a-acb7348593c0.json
Storage,12b4c31a-000c-46ad-976f-613769e01aa6,Western Digital Blue 500 GB SSD M.2-2280 SATA,Western Digital,WDS500G2B0B,,,,,,,,,,,,,,,SSD,M.2 SATA,False,500,62.99,9.43,400,WDS500G2B0B,Storage/12b4c31a-000c-46ad-976f-613769e01aa6.json
Storage,13321fbb-1892-437e-9d42-200bfd95eac0,"Western Digital Purple 2TB HDD 3.5"" 5400RPM SATA 6.0 Gb/s",Western Digital,WD20PURZ,,,,,,,,,,,,,,,HDD,SATA 6.0 Gb/s,False,2000,55.23966942,9.23,83,WD20PURZ,Storage/13321fbb-1892-437e-9d42-200bfd95eac0.json
Storage,13fa26fa-7e79-4966-b6df-71929ebba202,Kingston A2000 250GB SSD M.2-2280 PCIe 3.0 X4 NVMe,Kingston,SA2000M8|250G|SA2000M8/250G,,,,,,,,,,,,,,,SSD,M.2 PCIe 3.0 x4,True,250,32.08264463,9.43,122,SA2000M8/250G,Storage/13fa26fa-7e79-4966-b6df-71929ebba202.json
Storage,1420202e-757c-4bf4-87f2-d841ffb5b80b,Gigabyte GP-GSM2NE3128GNTD 128GB SSD M.2-2280 PCIe 3.0 x4 NVMe,Gigabyte,GP-GSM2NE3128GNTD,,,,,,,,,,,,,,,SSD,M.2 PCIe 3.0 x4,True,128,41.60330579,8.72,36,GP-GSM2NE3128GNTD,Storage/1420202e-757c-4bf4-87f2-d841ffb5b80b.json
Storage,15416d84-a62f-4d73-aacc-c52dac206031,"Samsung 860 Evo 500GB SSD 2.5"" SATA",Samsung,MZ-76E500B|AM|EU|MZ-76E500BW|MZ-76E500B/AM,,,,,,,,,,,,,,,SSD,SATA 6.0 Gb/s,False,500,83.45,0,0,MZ-76E500B,Storage/15416d84-a62f-4d73-aacc-c52dac206031.json
Storage,162e161d-6a2f-48bc-a893-cf5642e65851,"Seagate Barracuda Compute 4TB 3.5"" HDD 5400RPM SATA 6.0 Gb/s",Seagate,ST4000DMZ04|ST4000DM004,,,,,,,,,,,,,,,HDD,SATA 6.0 Gb/s,False,4000,80.81818182,9.08,495,ST4000DM004,Storage/162e161d-6a2f-48bc-a893-cf5642e65851.json
Storage,170e02d8-9f6c-44e5-b79e-e5e84afa75c3,"Western Digital Red 4TB 3.5"" HDD 5400RPM SATA 6.0 Gb/s Internal",Western Digital,WD40EFAX,,,,,,,,,,,,,,,HDD,SATA 6.0 Gb/s,False,4000,91.84297521,0,0,WD40EFAX,Storage/170e02d8-9f6c-44e5-b79e-e5e84afa75c3.json
Storage,172e5478-cf00-43d8-9479-1b4c1cf64be6,Gigabyte GP-GSM2NE8512GNTD 512GB SSD M.2 2280 PCIe 3.0 X2 NVMe,Gigabyte,GP-GSM2NE8512GNTD,,,,,,,,,,,,,,,SSD,M.2 PCIe 3.0 x2,True,512,75.99,9.78,9,GP-GSM2NE8512GNTD,Storage/172e5478-cf00-43d8-9479-1b4c1cf64be6.json
Storage,17a03a28-0d38-4b14-8506-64348a8d200f,Western Digital Red SA500 2TB SSD M.2-2280 SATA,Western Digital,WDS200T1R0B,,,,,,,,,,,,,,,SSD,M.2 SATA,False,2000,231.7438017,0,0,WDS200T1R0B,Storage/17a03a28-0d38-4b14-8506-64348a8d200f.json
Storage,1a4cb84d-40f4-41d7-9161-9d442d120ce4,Seagate IronWolf ST16000VN001 - hard drive - 16 TB - SATA 6Gb/s,Seagate Technology,ST16000VNZ01|ST16000VN001,,,,,,,,,,,,,,,HDD,SATA 6.0 Gb/s,False,16000,462.8016529,0,0,ST16000VN001,Storage/1a4cb84d-40f4-41d7-9161-9d442d120ce4.json
Storage,1a4efc22-8443-4a8b-a44b-4eedcc3c266d,Intel 660p 2TB SSD M.2 PCIe 3.0 NVMe,Intel,SSDPEKNW020T8X1|978351,,,,,,,,,,,,,,,SSD,M.2 PCIe 3.0 x4,True,2000,227.1239669,9.74,39,SSDPEKNW020T8X1,Storage/1a4efc22-8443-4a8b-a44b-4eedcc3c266d.json
Storage,1acd9fb8-1058-464f-aff0-92a6cc6b4ebf,"Kingston A400 120GB SSD 2.5"" SATA",Kingston,SA400S37|120G|SA400S37/120G,,,,,,,,,,,,,,,SSD,SATA 6.0 Gb/s,False,120,18.98,9.38,2374,SA400S37/120G,Storage/1acd9fb8-1058-464f-aff0-92a6cc6b4ebf.json
Storage,1af1435b-dc1a-49d4-a226-bea10b2f3070,Western Digital Black SN750 1TB M.2-2280 SSD PCIe 3.0 x4 NVMe,Western Digital,WDS100T3XHC|WDS100T3XHC-00SJG0,,,,,,,,,,,,,,,SSD,M.2 PCIe 3.0 x4,True,1000,189.99,9.62,21,WDS100T3XHC,Storage/1af1435b-dc1a-49d4-a226-bea10b2f3070.json
Storage,1bdce07d-adf1-4212-a22d-30efe5697dd6,"PNY CS900 240GB SSD 2.5"" SATA",PNY,SSD7CS900-240-RB|SSD7CS900-240-PB|ssd7cs900-240-rb,,,,,,,,,,,,,,,SSD,SATA 6.0 Gb/s,False,240,45,9.4,47,SSD7CS900-240-PB,Storage/1bdce07d-adf1-4212-a22d-30efe5697dd6.json
Storage,1c33cb55-ee4d-4c2a-8f5f-9684c58dc4c1,"Seagate Exos X16 12TB HDD 3.5"" 7200RPM SATA",Seagate,ST12000NM001G,,,,,,,,,,,,,,,HDD,SATA 6.0 Gb/s,False,12000,312.2561983,0,0,ST12000NM001G,Storage/1c33cb55-ee4d-4c2a-8f5f-9684c58dc4c1.json
Storage,1ccadc63-02d2-4bc7-821d-9d69a4046cb2,Kingston A400 240GB Internal SSD M.2 2280 SA400M8/240G - Increase Performance,Kingston,SA400M8/240G,,,,,,,,,,,,,,,SSD,SATA 6.0 Gb/s,False,240,30.58677686,9.52,58,SA400M8/240G,Storage/1ccadc63-02d2-4bc7-821d-9d69a4046cb2.json
Storage,1d9e0a9a-f78c-46e1-9299-aba2f9c6513a,"Seagate Barracuda Compute 3 TB 3.5"" 5400 RPM Internal Hard Drive",Seagate Technology,ST3000DMZ07|ST3000DM007,,,,,,,,,,,,,,,HDD,SATA 6.0 Gb/s,False,3000,95.59,9.19,27,ST3000DM007,Storage/1d9e0a9a-f78c-46e1-9299-aba2f9c6513a.json
Storage,1e2fe0a1-31bf-4192-8241-60311c7e8f52,"Seagate BarraCuda 500GB HDD 2.5"" 5400 RPM SATA 6.0 Gb/s Internal",Seagate,ST500LM030,,,,,,,,,,,,,,,HDD,SATA 6.0 Gb/s,False,500,40.58,9.22,64,ST500LM030,Storage/1e2fe0a1-31bf-4192-8241-60311c7e8f52.json
Storage,1e78ff13-4b0b-4a7a-b82e-4bc0eff5a934,"Western Digital Red 12 TB HDD 5400 RPM 3.5"" SATA",Western Digital,WD120EFAX,,,,,,,,,,,,,,,HDD,SATA 6.0 Gb/s,False,12000,293.9669421,0,0,WD120EFAX,Storage/1e78ff13-4b0b-4a7a-b82e-4bc0eff5a934.json
Storage,1eac7c64-dc3b-442e-bdb0-a02deab53567,Western Digital Black AN1500 2TB SSD PCIe x8 NVMe,Western Digital,WDS200T1X0L|WDS200T1X0L-00AUJ0,,,,,,,,,,,,,,,SSD,M.2 PCIe 3.0 x8,True,2000,593.99,0,0,WDS200T1X0L,Storage/1eac7c64-dc3b-442e-bdb0-a02deab53567.json
Storage,1edb206b-bacc-409e-b3e4-727994a52af1,"TEAMGROUP T-Force Vulcan 250GB 2.5"" SSD SATA",TEAMGROUP,T253TV250G3C301,,,,,,,,,,,,,,,SSD,SATA 6.0 Gb/s,False,250,56.58,9.56,9,T253TV250G3C301,Storage/1edb206b-bacc-409e-b3e4-727994a52af1.json
Storage,209c656a-3a66-40b5-b06d-13e37aba3eae,Samsung 970 Pro 1 TB M.2-2280 PCIe 3.0 X4 NVME,Samsung,MZ-V7P1T0BW,,,,,,,,,,,,,,,SSD,M.2 PCIe 3.0 x4,True,1000,326.89,9.33,39,MZ-V7P1T0BW,Storage/209c656a-3a66-40b5-b06d-13e37aba3eae.json
Storage,2119f620-54df-47b0-af97-be370d1953f3,Gigabyte AORUS Gen4 1TB M.2 SSD PCIe 4.0 NVMe,Gigabyte,GP-ASM2NE6100TTTD,,,,,,,,,,,,,,,SSD,M.2 PCIe 4.0 x4,True,1000,185.2561983,9.29,28,GP-ASM2NE6100TTTD,Storage/2119f620-54df-47b0-af97-be370d1953f3.json
Storage,2122966e-f77e-4455-8077-e132307831bd,Crucial MX500 500GB 3D NAND SATA 2.5-inch Internal SSD,Crucial,CT500MX500SSD1Z|CT500MX500SSD1,,,,,,,,,,,,,,,SSD,SATA 6.0 Gb/s,False,500,57.82644628,9.47,535,CT500MX500SSD1,Storage/2122966e-f77e-4455-8077-e132307831bd.json
Storage,23199301-752e-4be4-9fbe-ea0155b63a65,"Seagate FireCuda 120 1TB SSD 2.5"" SATA",Seagate,ZA1000GM10001|ZA1000GM1A001,,,,,,,,,,,,,,,SSD,SATA 6.0 Gb/s,False,1000,169.4876033,0,0,ZA1000GM1A001,Storage/23199301-752e-4be4-9fbe-ea0155b63a65.json
Storage,23daa09e-b759-4d6b-aae1-570942f11004,Western Digital Blue 500GB SSD M.2 PCIe 3.0 NVMe,Western Digital,WDS500G1B0C,,,,,,,,,,,,,,,SSD,M.2 PCIe 3.0 x2,True,500,91.98,9.4,70,WDS500G1B0C,Storage/23daa09e-b759-4d6b-aae1-570942f11004.json
Storage,26fdf428-9dad-4d6d-ac08-1b72c5e71afe,Gigabyte AORUS Gen4 500GB M.2-2280 SSD PCIe 4.0 x4 NVMe,Gigabyte,GP-AG4500G,,,,,,,,,,,,,,,SSD,M.2 PCIe 4.0 x4,True,500,105.322314,0,0,GP-AG4500G,Storage/26fdf428-9dad-4d6d-ac08-1b72c5e71afe.json
Storage,2757ae52-5fee-47ce-a82c-d4730b33370b,TEAMGROUP T-Force Cardea II TUF Gaming Alliance 1TB SSD M.2 PCIe 3.0 NVMe,TEAMGROUP,TM8FPB001T0C310,,,,,,,,,,,,,,,SSD,M.2 PCIe 3.0 x4,True,1000,155.99,0,0,TM8FPB001T0C310,Storage/2757ae52-5fee-47ce-a82c-d4730b33370b.json
Storage,279ce5c4-4215-42b3-9429-ebc0b6898025,"Western Digital Red Plus 6TB HDD 5400RPM 3.5"" SATA 6.0 Gb/s",Western Digital,WD60EFRX|ST-6TBS|64-WD60EFRX|ST-6TBS/64-WD60EFRX|WD60EFAX,,,,,,,,,,,,,,,HDD,SATA 6.0 Gb/s,False,6000,137.0991736,9.28,164,WD60EFAX,Storage/279ce5c4-4215-42b3-9429-ebc0b6898025.json
Storage,2817d1f8-edb7-4604-ac36-5034e9ffa70a,KIOXIA EXCERIA 500GB M.2-2280 SSD PCIe 3.0 x4 NVMe,KIOXIA,LRC10Z500GG8,,,,,,,,,,,,,,,SSD,M.2 PCIe 3.0 x4,True,500,95.99,9.51,138,LRC10Z500GG8,Storage/2817d1f8-edb7-4604-ac36-5034e9ffa70a.json
Storage,281937e7-bdc1-44f9-994a-60edab8e7d70,Corsair MP510 240GB SSD M.2-2280 PCIe 3.0 x4 NVMe,Corsair,CSSD-F240GBMP510|CSSD-F1920GBMP510,,,,,,,,,,,,,,,SSD,M.2 PCIe 3.0 x4,True,240,58.89,9.53,110,CSSD-F240GBMP510,Storage/281937e7-bdc1-44f9-994a-60edab8e7d70.json
Storage,293a6e98-1ce7-4089-aaa9-791e12ee44be,"Seagate SkyHawk 1TB HDD 3.5"" 5900RPM SATA",Seagate,ST1000VX005|ST1000VN002|ST1000VNB02,,,,,,,,,,,,,,,HDD,SATA 6.0 Gb/s,False,1000,43.82644628,0,0,ST1000VX005,Storage/293a6e98-1ce7-4089-aaa9-791e12ee44be.json
Storage,293c77aa-4578-41c3-a5e0-8b5db5c89859,"Western Digital Blue 3 TB HDD 3.5"" 5400 RPM SATA",Western Digital,WD30EZRZ|1412590,,,,,,,,,,,,,,,HDD,SATA 6.0 Gb/s,False,3000,85.98,9.24,206,WD30EZRZ,Storage/293c77aa-4578-41c3-a5e0-8b5db5c89859.json
Storage,2c11dfee-f1c2-482b-aace-5f30bb339a9d,"Seagate BarraCuda Pro Compute 1TB HDD 2.5"" SATA",Seagate,ST1000LM049,,,,,,,,,,,,,,,HDD,SATA 6.0 Gb/s,False,1000,69.99,8.74,46,ST1000LM049,Storage/2c11dfee-f1c2-482b-aace-5f30bb339a9d.json
Storage,2c77130b-cfbf-47ae-b868-e6eb205d774f,Crucial MX500 1TB SSD M.2 SATA,Crucial,CT1000MX500SSD4|EC-M2SA,,,,,,,,,,,,,,,SSD,M.2 SATA,False,1000,103.8429752,9.36,87,CT1000MX500SSD4,Storage/2c77130b-cfbf-47ae-b868-e6eb205d774f.json
